[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_32627 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_86043 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_86028 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_86009 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_546 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_115386 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_579 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_9656 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_355 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_1152 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_1738 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_9670 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_592 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_999 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_1742 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_30172 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_95011 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_35120 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_95148 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_82534 in format json
[ 2020-08-27T13:12:16+00:00 ] INFO    - Getting placename: hvd_110526 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_95301 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_71257 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_82933 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_95190 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_70037 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_82934 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_105055 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_95174 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_70159 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_95328 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_87897 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_95625 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_82060 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_1044 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_82432 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_44547 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_94077 in format json
[ 2020-08-27T13:12:17+00:00 ] INFO    - Getting placename: hvd_87989 in format json
[ 2020-08-27T13:12:18+00:00 ] INFO    - Getting placename: hvd_35409 in format json
[ 2020-08-27T13:12:18+00:00 ] INFO    - Getting placename: hvd_88008 in format json
[ 2020-08-27T13:12:18+00:00 ] INFO    - Getting placename: hvd_85246 in format json
[ 2020-08-27T13:12:18+00:00 ] INFO    - Getting placename: hvd_82546 in format json
[ 2020-08-27T13:12:50+00:00 ] INFO    - Getting placename: hvd_25010 in format json
[ 2020-08-27T13:13:08+00:00 ] INFO    - Getting placename: hvd_25002 in format json
[ 2020-08-27T13:13:37+00:00 ] INFO    - Getting placename: hvd_116044 in format json
[ 2020-08-27T13:13:38+00:00 ] INFO    - Getting placename: hvd_115222 in format json
[ 2020-08-27T13:13:41+00:00 ] INFO    - Getting placename: hvd_105055 in format json
[ 2020-08-27T13:13:43+00:00 ] INFO    - Getting placename: hvd_40502 in format json
[ 2020-08-27T13:13:45+00:00 ] INFO    - Getting placename: hvd_155056 in format json
[ 2020-08-27T13:13:48+00:00 ] INFO    - Getting placename: hvd_84025 in format json
[ 2020-08-27T13:13:53+00:00 ] INFO    - Getting placename: hvd_9632 in format json
[ 2020-08-27T13:13:56+00:00 ] INFO    - Getting placename: hvd_1035 in format json
[ 2020-08-27T13:14:01+00:00 ] INFO    - Getting placename: hvd_9662 in format json
[ 2020-08-27T13:14:02+00:00 ] INFO    - Getting placename: hvd_9597 in format json
[ 2020-08-27T13:14:12+00:00 ] INFO    - Getting placename: hvd_1739 in format json
[ 2020-08-27T13:14:15+00:00 ] INFO    - Getting placename: hvd_147873 in format json
[ 2020-08-27T13:14:22+00:00 ] INFO    - Getting placename: hvd_41237 in format json
[ 2020-08-27T13:14:23+00:00 ] INFO    - Getting placename: hvd_742 in format json
[ 2020-08-27T13:14:24+00:00 ] INFO    - Getting placename: hvd_111892 in format json
[ 2020-08-27T13:14:26+00:00 ] INFO    - Getting placename: hvd_112020 in format json
[ 2020-08-27T13:14:26+00:00 ] INFO    - Getting placename: hvd_1555 in format json
[ 2020-08-27T13:14:30+00:00 ] INFO    - Getting placename: hvd_1742 in format json
[ 2020-08-27T13:14:38+00:00 ] INFO    - Getting placename: hvd_54 in format json
[ 2020-08-27T13:14:39+00:00 ] INFO    - Getting placename: hvd_30015 in format json
[ 2020-08-27T13:14:41+00:00 ] INFO    - Getting placename: hvd_1052 in format json
[ 2020-08-27T13:14:45+00:00 ] INFO    - Getting placename: hvd_550 in format json
[ 2020-08-27T13:14:47+00:00 ] INFO    - Getting placename: hvd_25010 in format json
[ 2020-08-27T13:14:51+00:00 ] INFO    - Getting placename: hvd_86025 in format json
[ 2020-08-27T13:14:54+00:00 ] INFO    - Getting placename: hvd_32429 in format json
[ 2020-08-27T13:14:55+00:00 ] INFO    - Getting placename: hvd_40280 in format json
[ 2020-08-27T13:15:03+00:00 ] INFO    - Getting placename: hvd_1707 in format json
[ 2020-08-27T13:15:08+00:00 ] INFO    - Getting placename: hvd_539 in format json
[ 2020-08-27T13:15:12+00:00 ] INFO    - Getting placename: hvd_82933 in format json
[ 2020-08-27T13:15:17+00:00 ] INFO    - Getting placename: hvd_166870 in format json
[ 2020-08-27T13:15:17+00:00 ] INFO    - Getting placename: hvd_35120 in format json
[ 2020-08-27T13:15:18+00:00 ] INFO    - Getting placename: hvd_9601 in format json
[ 2020-08-27T13:15:19+00:00 ] INFO    - Getting placename: hvd_111477 in format json
[ 2020-08-27T13:15:19+00:00 ] INFO    - Getting placename: hvd_44964 in format json
[ 2020-08-27T13:15:35+00:00 ] INFO    - Getting placename: hvd_9633 in format json
[ 2020-08-27T13:15:55+00:00 ] INFO    - Getting placename: hvd_95148 in format json
[ 2020-08-27T13:17:23+00:00 ] INFO    - Getting placename: hvd_86043 in format json
[ 2020-08-27T13:18:29+00:00 ] INFO    - Getting placename: hvd_633 in format json
[ 2020-08-27T13:18:31+00:00 ] INFO    - Getting placename: hvd_110065 in format json
[ 2020-08-27T13:18:36+00:00 ] INFO    - Getting placename: hvd_115886 in format json
[ 2020-08-27T13:23:13+00:00 ] INFO    - Getting placename: hvd_111962 in format json
[ 2020-08-27T13:23:13+00:00 ] INFO    - Getting placename: hvd_112045 in format json
[ 2020-08-27T13:23:13+00:00 ] INFO    - Getting placename: hvd_111929 in format json
[ 2020-08-27T13:23:13+00:00 ] INFO    - Getting placename: hvd_111963 in format json
[ 2020-08-27T13:23:14+00:00 ] INFO    - Getting placename: hvd_111989 in format json
[ 2020-08-27T13:23:14+00:00 ] INFO    - Getting placename: hvd_112048 in format json
[ 2020-08-27T13:23:14+00:00 ] INFO    - Getting placename: hvd_115045 in format json
[ 2020-08-27T13:23:50+00:00 ] INFO    - Getting placename: hvd_16304 in format json
[ 2020-08-27T13:23:50+00:00 ] INFO    - Getting placename: hvd_145756 in format json
[ 2020-08-27T13:23:50+00:00 ] INFO    - Getting placename: hvd_40367 in format json
[ 2020-08-27T13:23:50+00:00 ] INFO    - Getting placename: hvd_40368 in format json
[ 2020-08-27T13:23:50+00:00 ] INFO    - Getting placename: hvd_137168 in format json
[ 2020-08-27T13:25:04+00:00 ] INFO    - Getting placename: hvd_111989 in format json
[ 2020-08-27T13:25:14+00:00 ] INFO    - Getting placename: hvd_112045 in format json
[ 2020-08-27T13:25:24+00:00 ] INFO    - Getting placename: hvd_40368 in format json
[ 2020-08-27T13:25:26+00:00 ] INFO    - Getting placename: hvd_16304 in format json
[ 2020-08-27T13:25:43+00:00 ] INFO    - Getting placename: hvd_111929 in format json
[ 2020-08-27T13:26:10+00:00 ] INFO    - Getting placename: hvd_145756 in format json
[ 2020-08-27T13:26:24+00:00 ] INFO    - Getting placename: hvd_111962 in format json
[ 2020-08-27T13:26:25+00:00 ] INFO    - Getting placename: hvd_40367 in format json
[ 2020-08-27T13:26:27+00:00 ] INFO    - Getting placename: hvd_112048 in format json
[ 2020-08-27T13:26:54+00:00 ] INFO    - Getting placename: hvd_115045 in format json
[ 2020-08-27T13:27:18+00:00 ] INFO    - Getting placename: hvd_137168 in format json
[ 2020-08-27T13:28:39+00:00 ] INFO    - Getting placename: hvd_111963 in format json
[ 2020-08-28T01:38:08+00:00 ] INFO    - Getting placename: hvd_110969 in format html
[ 2020-08-28T02:05:36+00:00 ] INFO    - Getting placename: hvd_82285 in format html
[ 2020-08-28T02:07:39+00:00 ] INFO    - Getting placename: hvd_40998 in format html
[ 2020-08-28T02:07:44+00:00 ] INFO    - Getting placename: hvd_32535 in format html
[ 2020-08-28T02:07:48+00:00 ] INFO    - Getting placename: hvd_32535 in format json
[ 2020-08-28T02:10:53+00:00 ] INFO    - Getting placename: TBRC_G1KR1720 in format html
[ 2020-08-28T05:16:57+00:00 ] INFO    - Getting placename: hvd_111013 in format html
[ 2020-08-28T05:43:15+00:00 ] INFO    - Getting placename: hvd_111091 in format html
[ 2020-08-28T05:55:46+00:00 ] INFO    - Getting placename: hvd_115678 in format html
[ 2020-08-28T08:44:07+00:00 ] INFO    - Getting placename: hvd_88001 in format html
[ 2020-08-28T10:15:06+00:00 ] INFO    - Getting placename: hvd_40447 in format html
[ 2020-08-28T10:16:18+00:00 ] INFO    - Getting placename: hvd_32439 in format html
[ 2020-08-28T10:21:56+00:00 ] INFO    - Getting placename: hvd_32432 in format html
[ 2020-08-28T10:22:38+00:00 ] INFO    - Getting placename: hvd_32432 in format html
[ 2020-08-28T10:28:05+00:00 ] INFO    - Getting placename: hvd_40447 in format html
[ 2020-08-28T14:12:35+00:00 ] INFO    - Getting placename: hvd_17310 in format html
[ 2020-08-28T14:12:37+00:00 ] INFO    - Getting placename: hvd_17310 in format json
[ 2020-08-28T14:22:33+00:00 ] INFO    - Getting placename: hvd_17310 in format json
[ 2020-08-28T14:22:59+00:00 ] INFO    - Getting placename: hvd_17310 in format json
[ 2020-08-28T14:25:52+00:00 ] INFO    - Getting placename: hvd_41237 in format html
[ 2020-08-28T14:25:56+00:00 ] INFO    - Getting placename: hvd_32600 in format html
[ 2020-08-28T14:26:05+00:00 ] INFO    - Getting placename: hvd_32600 in format json
[ 2020-08-28T14:47:26+00:00 ] INFO    - Getting placename: hvd_17310 in format json
